feature,value,0,1,10,11,12,2,3,4,5,6,7,8,9
attn_0_0_outputs,0,0.92379874,0.48147833,0.4487983,0.3568618,0.3715511,0.32446474,-0.089448705,-0.2703883,-0.30417433,-0.40561676,-0.6693252,-0.893774,-1.6787663
attn_0_0_outputs,1,3.6796935,3.6299415,2.7677207,2.247271,1.1492182,0.42251623,-0.1424548,-0.8312261,-1.2174373,-1.5638177,-2.2157512,-2.6712592,-3.3549268
attn_0_0_outputs,10,0.18012813,-0.1889064,1.6942497,0.58327675,0.41397008,0.596061,0.04023572,-0.12412244,-0.12060525,-0.15059347,-0.26401174,-0.59334266,-1.4739562
attn_0_0_outputs,11,0.45874196,0.9171809,0.80685705,1.169908,0.7497208,1.1329519,0.6177376,-0.119820364,-0.25053537,-0.51227903,-0.9028952,-1.2191315,-1.6916054
attn_0_0_outputs,12,0.20680308,0.5342417,0.69063187,0.5319831,1.5681343,1.4485592,0.8118604,0.33806598,0.13483202,-0.29891017,-0.9444152,-1.328869,-1.912722
attn_0_0_outputs,2,1.2677509,0.44950682,0.12818652,-0.0041139442,0.258059,1.039574,0.89077187,0.63234437,0.64957744,0.3518613,0.07205757,-0.23934029,-0.9998731
attn_0_0_outputs,3,-0.9113912,-0.5590987,-0.42579353,-0.19612853,0.22427002,1.2628616,2.1128328,0.87953126,0.30489376,-0.34426466,-0.8128343,-1.4391073,-2.0487564
attn_0_0_outputs,4,-1.2474657,0.021141466,-0.16318259,0.03589095,0.32065865,0.9757661,1.4091489,1.7375774,1.0405397,0.20236233,-0.4586792,-0.9435632,-2.0129564
attn_0_0_outputs,5,-0.30808347,-0.6766078,-0.11947129,-0.263322,-0.04463276,0.6406594,0.65697795,1.0119342,1.7041421,0.8640753,0.2830627,-0.59518665,-0.938956
attn_0_0_outputs,6,-2.8204503,-2.6888964,-2.1890466,-1.5720695,-1.280298,-0.45264,0.43461525,0.7744103,1.4351702,2.2795427,1.0441973,0.5343492,-0.23947947
attn_0_0_outputs,7,-1.2721072,-1.8280525,-1.8425174,-1.575114,-1.1785564,-0.5050637,-0.23512724,0.029672114,0.6715242,1.0601071,2.0594983,0.9616477,0.37819052
attn_0_0_outputs,8,-3.6138616,-3.1147523,-2.5379953,-2.366411,-2.017623,-1.1972761,-0.9419441,-0.20049448,0.5359066,1.0113838,1.6931136,2.9941313,1.8132558
attn_0_0_outputs,9,-4.334395,-3.7207997,-3.0659332,-2.4551876,-2.0887465,-1.261773,-0.5947288,-0.40397426,0.0033848193,0.3641,1.0117663,1.7220135,3.4936466
attn_0_0_outputs,</s>,-5.763559,-4.713191,-8.268526,-4.3589597,-3.3622098,-2.6912632,-1.3294975,0.4573902,1.2398533,1.768485,2.1458657,3.6145105,5.415435
attn_0_0_outputs,<pad>,0.17213646,-0.13397971,-0.30676803,-0.099119216,0.009495972,0.39719993,-0.1814096,0.5300841,-0.13175854,0.61330503,0.5611391,0.45951614,0.10843312
attn_0_0_outputs,<s>,-6.04251,-8.661598,-10.041176,-6.6181445,-5.615446,-3.078514,-1.6251779,0.58438265,2.0520678,2.7333846,3.2717009,4.935924,5.0136204
attn_0_1_outputs,0,20.550207,-13.614461,-8.602813,-4.2339244,-6.4546533,-5.276038,-0.6623726,-0.45060503,-1.4785722,0.9269797,0.34390554,0.41899097,-0.082639694
attn_0_1_outputs,1,1.1258441,2.16605,1.8036485,1.3381934,0.5833657,-0.2143153,0.5882054,0.2377508,-2.059293,-0.6506535,-2.0751832,-0.48391187,-1.9666492
attn_0_1_outputs,10,-0.060294587,1.8032082,0.49701884,0.35930398,0.72891337,0.4594801,-0.3392285,0.44094685,-0.8846317,0.17664988,-0.43953335,-0.92886525,0.47795764
attn_0_1_outputs,11,1.252967,-0.8008039,0.31850618,0.7698385,0.8462061,0.14297566,-0.35051608,-0.03936459,-0.91273576,-0.032003473,-0.12557499,0.9479623,-1.1920288
attn_0_1_outputs,12,-5.425503,1.0346223,-0.024695942,0.30849135,1.001046,0.70630133,0.32717708,1.362622,-0.654547,0.7985767,0.43591928,-0.25773197,3.0244584
attn_0_1_outputs,2,-14.442463,0.8798374,0.6360536,0.27225864,-0.24436258,3.0812457,-0.3727593,0.74311817,-1.1027967,0.46675408,0.5835021,-0.6799178,-0.15850595
attn_0_1_outputs,3,-6.4516115,1.0993909,1.1569831,1.7157826,1.8843664,1.7037807,7.684281,0.7154878,-2.0896292,-1.0107478,-2.0721154,-4.303158,-3.5084202
