feature,value,0,1,10,11,12,13,2,3,4,5,6,7,8,9,<s>
attn_0_0_outputs,0,0.85641533,0.6257107,-0.90318316,-0.075290956,-0.8216301,0.022916183,-1.2519387,-0.21575154,-0.51072997,0.038365327,0.7560526,0.30969816,0.7165173,0.943037,0.8709761
attn_0_0_outputs,1,-0.10013593,0.39198962,-0.509996,0.07148373,-0.987323,-1.0000054,0.84119415,0.16401647,0.41673166,-0.49239933,0.5106745,0.24180438,0.28102416,0.29198667,0.10323131
attn_0_0_outputs,10,-1.2201681,0.03728296,1.1362408,0.34685072,0.8244073,0.63823444,1.6777875,-0.16743396,0.648536,0.6752288,0.0808478,-0.07200736,-0.24075319,-0.6994744,-0.43364763
attn_0_0_outputs,11,0.2020694,0.11426269,0.191199,0.92703074,-0.09629906,0.4845401,0.43577167,0.8068623,0.247137,0.0410426,0.17714678,-0.23105973,0.10595244,0.093837224,-0.61967814
attn_0_0_outputs,12,0.9198547,0.048343472,-0.1983842,0.09792299,1.0738647,1.3663038,-0.96439314,0.05754836,-1.2920994,0.6278489,0.21661943,0.35180172,0.08253652,-0.3651755,0.30314052
attn_0_0_outputs,13,0.80738884,-0.38727987,0.093663484,0.45956287,1.3438708,1.0305014,-2.0566502,0.446402,-0.7512479,0.32888007,0.048461933,-0.45618966,0.115091056,0.17924862,-0.32804412
attn_0_0_outputs,2,-0.8220784,-0.07535113,-0.18861943,-0.111758925,-1.3803028,-0.98308295,1.7334749,0.01851477,0.7648329,-0.40019283,0.25360367,0.13788968,0.2139678,0.04480232,-0.07941194
attn_0_0_outputs,3,1.1971754,0.23494501,-1.8635038,0.8189831,-1.1510427,0.09725827,-1.0469159,1.2053115,-0.52954453,-0.48211968,0.24947207,0.016609032,0.6696976,0.68591255,0.09664656
attn_0_0_outputs,4,-0.5242836,-0.44935358,0.40122676,0.93458694,0.443774,1.3871737,0.47944644,0.3655552,1.1921206,-2.086898,-0.7668898,0.30982816,-1.6175768,0.18743593,-0.7288412
attn_0_0_outputs,5,-0.07318871,0.26529408,0.99660176,-0.20444086,0.24479838,0.15403225,0.83998823,-0.14396974,-0.28426102,1.2742686,0.5258966,-0.00045523094,0.8240199,-0.42996708,-0.4725292
attn_0_0_outputs,6,-0.23265511,0.38880235,0.30640325,0.003951259,0.21511458,-0.121083446,1.7311344,-0.5485442,-0.3849624,0.45597854,0.36091205,0.124599025,-0.20231348,-1.1723481,0.38670856
attn_0_0_outputs,7,-0.06687608,-0.33334342,0.76156706,0.4047608,0.62800694,-0.09532368,0.9265934,0.33717883,0.39198333,0.33899713,0.38589463,-0.027205754,-0.066729404,-0.093151756,0.33846772
attn_0_0_outputs,8,1.1983007,0.27037862,-1.1908021,-0.1552514,-1.2423459,-0.6748653,-0.9304618,0.44463524,-0.76245475,0.49612275,0.64240974,0.2500547,1.3465304,0.82669115,0.2747111
attn_0_0_outputs,9,-0.05713643,-0.17865293,0.7068132,-0.6765213,0.76688915,0.54878926,-1.0156233,-0.99078655,0.58106196,-0.38181347,0.19138348,0.29803962,0.20299004,0.8917609,-0.46135134
attn_0_0_outputs,<pad>,-0.26916328,-0.4116358,-0.33182234,-0.20881191,-0.07078839,0.4437954,-0.17818594,0.25938842,-0.21064273,0.14123602,0.51384634,0.21551026,-0.00048803142,0.105007164,0.11325667
attn_0_0_outputs,<s>,-0.6382812,0.3331277,0.22085041,-0.53175,-0.26559353,0.3879685,-0.6608804,-0.29108366,-0.056395844,-0.50836325,0.33315733,0.87916505,-0.64496475,0.12497063,1.0045879
attn_0_1_outputs,0,0.8125845,-0.11987354,-0.045803003,0.06847894,0.037879113,-0.030257406,0.12397122,-0.034641434,-0.1437388,0.010595629,0.15586892,-0.024078552,0.09056314,0.059371565,0.07154528
attn_0_1_outputs,1,0.12098018,0.7842391,-0.012605237,0.30237922,0.16398357,-0.054673713,0.17906661,0.25884116,0.21915883,0.043231405,0.21719547,0.18702912,0.2673527,0.06936459,-0.013886307
attn_0_1_outputs,10,0.13297108,-0.06878841,0.90981823,0.11741811,0.15211911,0.10625171,0.24125221,0.12348989,0.11571321,0.08643186,0.22089206,0.08537227,0.3603477,0.113595255,0.28162867
attn_0_1_outputs,11,0.07727131,-0.115105234,-0.025383752,0.8349616,-0.010568149,0.1304152,0.053884093,-0.088972524,-0.23160419,-0.13174252,0.0017066615,0.0987458,0.06401775,0.116990946,-0.06938533
attn_0_1_outputs,12,0.17555055,-0.08295494,-0.07446633,-0.101169325,1.2817134,0.05049393,0.014938863,-0.047168028,-0.21283868,-0.25643972,-0.1907972,0.16916908,0.23339988,-0.09019932,-0.2814886
attn_0_1_outputs,13,0.17979218,-0.0704118,0.13501231,0.12808195,-0.0015915595,0.84829026,0.18593244,-0.17163229,0.12384917,-0.13140246,0.07369878,-0.04215183,0.120032385,-0.040593978,0.14380142
attn_0_1_outputs,2,-0.08551087,-0.21367987,-0.113312766,-0.0576544,-0.024062535,-0.08617933,0.80875534,-0.09840499,-0.11254878,-0.17800578,0.02439969,0.044087496,0.012018185,-0.12370243,-0.082203574
attn_0_1_outputs,3,0.093399495,-0.0561587,-0.018031828,-0.20709646,0.001071779,0.056696903,0.008578659,0.95690846,0.003956121,-0.34218976,-0.02633846,0.188353,0.16209596,-0.04596596,-0.025103934
attn_0_1_outputs,4,0.14074959,-0.0964541,-0.15859777,-0.06204497,-0.12715779,0.010294776,0.1492357,-0.100783184,1.0122736,-0.09279001,-0.02670746,0.054434463,0.07579048,-0.09692015,0.056412917
attn_0_1_outputs,5,-0.032033846,-0.18587898,-0.060220145,0.027860396,-0.1397541,-0.12322825,-0.034150824,-0.014376602,-0.13174304,0.9105135,-0.13028696,0.008411698,-0.012428363,-0.073883824,0.096498445
attn_0_1_outputs,6,0.06172025,-0.250067,-0.1544404,0.07767451,-0.10285762,0.12817463,0.23313779,0.1028568,-0.18611641,-0.22940627,0.38563058,-0.0002348416,0.22270761,0.04079285,0.059206437
attn_0_1_outputs,7,-0.039667852,-0.24800856,-0.2580771,0.08683448,-0.18341964,-0.22255953,-0.027091568,-0.058924306,-0.23940486,-0.24437317,0.16036625,0.95556104,0.13856506,-0.09895606,-0.097943574
attn_0_1_outputs,8,-0.035915736,0.056035396,0.15940163,0.26035145,0.045150235,0.056931596,0.13694152,0.1570322,0.09317578,0.025102714,0.21749537,0.18691112,1.3748485,0.1634325,0.22360867
attn_0_1_outputs,9,0.14630285,-0.17351156,-0.012656343,0.10888815,0.049319196,-0.041516963,0.12165091,-0.0718315,-0.008115377,0.007865382,0.2036052,-0.01574042,0.1445736,0.8082308,-0.016200762
attn_0_1_outputs,<pad>,-0.29414982,-0.4363353,0.0031601875,0.20894733,-0.27292955,-0.104731984,-0.19045094,-0.03190858,-0.09452321,-0.0782969,-0.29857343,-0.01866333,0.01580522,0.1647769,0.12866041
attn_0_1_outputs,<s>,-0.11535721,0.096000135,-0.122280404,0.15547934,0.27172965,0.051540285,0.09978173,-0.053684574,-0.049181245,-0.044309534,-0.07887982,-0.083343185,0.012459385,-0.0913775,-0.52092904
attn_0_2_outputs,0,1.5681516,-0.76308423,0.5042911,-0.3540631,-0.39306334,-1.012724,-0.46129104,0.35475615,-0.29187474,-0.26249233,0.58529806,-0.121639855,0.48935035,-1.7723689,0.12058691
attn_0_2_outputs,1,-1.638147,2.16618,-1.0109909,-0.86149603,0.55543864,-0.22067277,0.12195021,1.245507,-0.23174074,-0.88981986,1.9703255,-0.82969296,0.013507307,-0.65319186,-0.2808161
attn_0_2_outputs,10,0.93294734,0.16256326,1.4664308,1.307971,-1.9651544,-0.928943,-0.3420949,-0.97212267,-0.6365165,1.2770174,0.0388224,-0.059029832,0.8998774,0.85979193,0.36790267
attn_0_2_outputs,11,-0.3303733,-0.13245107,-1.1975652,1.7225705,1.7765772,0.0468205,0.70922023,-0.023621954,-0.16971417,0.8892109,-1.2431839,0.04390184,0.15035729,0.06788871,-0.3496998
attn_0_2_outputs,12,0.65652615,-1.4762877,0.20936237,-1.128846,1.8681073,1.1351498,-0.1851755,-0.6422663,-0.4774209,-2.2120833,-0.84137285,-0.40023333,-0.14546925,0.3200564,0.60960644
attn_0_2_outputs,13,0.61586905,0.258492,-0.21152295,-1.6971838,-0.6158195,1.4306353,0.3055212,-0.46841645,1.0062649,-1.5599877,0.6848744,-0.3744956,-0.37594604,-0.37881154,-0.2747122
attn_0_2_outputs,2,0.30513832,-1.286766,0.8090606,-0.19990706,0.1317313,-0.019037874,0.6852653,-0.12989151,-1.2794234,-1.3910009,1.1820543,0.70099556,0.564835,-0.9327615,0.7629268
attn_0_2_outputs,3,0.44836596,-0.73582745,-0.24929704,-0.22293475,0.28227565,-1.8062333,-0.9965123,1.7680607,-0.14801021,0.566161,-0.50867647,1.0623717,-0.5234277,-0.8734789,-0.21202269
attn_0_2_outputs,4,1.7307332,-0.5866711,-0.82547396,-0.80243015,-0.049814805,1.0669688,-0.38718125,-0.5173677,2.1308033,0.52932197,-2.5597012,-0.81105834,-1.6093903,-0.04700119,-0.32419875
attn_0_2_outputs,5,0.49722514,-0.008847063,0.05489825,1.6087968,-1.8311961,-1.8453016,-0.44265082,-0.6613427,0.12355743,2.5489106,-1.4011718,-0.22794077,0.25345594,-0.050645556,-0.3930797
attn_0_2_outputs,6,0.22452277,0.3982394,0.35939845,-0.9543135,-0.7298096,0.7479809,0.38955045,0.5516674,0.43031114,-1.1058644,1.5720549,0.35826504,0.2756193,-0.5517986,0.28981876
attn_0_2_outputs,7,-2.0312116,-0.4916259,-0.39116272,0.3324507,1.0244817,0.5394788,0.58698016,0.35957938,-0.68618834,-0.52568483,0.39016265,1.691132,0.010702271,1.2787911,-0.08635871
attn_0_2_outputs,8,-1.1805418,0.97362584,-0.91575664,0.9467069,1.1293372,0.088994205,0.72450376,0.6418963,-0.4892792,0.07271812,0.6941354,0.3588471,0.7538289,-0.07628658,-0.22070573
attn_0_2_outputs,9,-0.8204719,0.29187787,0.7771927,0.5863607,-1.8105578,0.8433973,-0.056981016,-2.560956,-0.13289021,0.02971676,-0.85257035,-0.430144,-0.17453781,2.793122,-0.49652246
attn_0_2_outputs,<pad>,-0.0033647383,-0.099856496,-0.07783757,0.13173041,0.20352831,0.37493512,0.65279514,0.06946176,-0.27688015,0.79314166,0.17995723,0.40684316,0.11973579,0.19312772,0.6521725
attn_0_2_outputs,<s>,-0.63303876,0.30657396,0.2905643,-0.5585807,-1.1565539,0.57508075,0.36250773,0.16188064,-0.020398831,0.5948864,-0.5810091,0.46438038,0.3365916,-0.18753159,0.6769171
attn_0_3_outputs,0,1.1739795,0.003918596,0.31929806,0.21177405,-0.017965345,-0.1560937,0.08444908,-0.2080889,-0.06506037,0.17937809,0.37697396,0.10589261,-0.042792026,-0.02914245,-0.09981062
attn_0_3_outputs,1,0.17338161,1.4645215,0.18735576,-0.02923907,0.17380998,0.006344324,0.13168213,-0.10805095,0.16315864,0.14696658,0.22184229,0.1618327,0.07205683,-0.0979073,-0.33527556
attn_0_3_outputs,10,0.15799496,0.13966562,0.5379427,0.07388973,0.17154141,-0.027102005,0.24727702,-0.053307805,0.061526615,-0.092369564,0.03864043,0.20253995,-0.21536571,0.1801928,-0.1279677
attn_0_3_outputs,11,0.0911926,-0.059131157,-0.02336651,1.0430591,-0.014358212,-0.1027675,0.15171212,-0.024642754,-0.04625883,-0.074362636,-0.1347983,-0.12484944,0.03854453,0.2672178,-0.37115127
attn_0_3_outputs,12,0.15832855,-0.012199283,0.10468252,-0.16702402,1.0968367,-0.3128528,0.12189225,0.0041794805,-0.0746428,-0.20047744,0.0023691687,0.18205473,-0.35834613,0.14828625,-0.39321786
attn_0_3_outputs,13,-0.02735859,-0.015971333,0.009804291,0.022720767,-0.116444044,1.0711424,-0.18150702,-0.30281165,-0.13162138,-0.03271461,0.22854058,0.006673691,-0.04948701,0.05453793,-0.32398996
attn_0_3_outputs,2,-0.1182818,-0.0751746,-0.10826049,0.046671104,0.008672278,-0.36144567,1.0317625,0.22068508,0.23481558,-0.11337021,0.15571016,0.2065714,-0.088712074,0.13951075,-0.45607346
attn_0_3_outputs,3,-0.15941001,-0.11760642,-0.24603046,-0.27946076,-0.057672072,-0.40007678,-0.24382268,0.5645571,-0.34049177,-0.1525056,0.08329989,0.011609402,-0.26312268,-0.2104208,-0.57447255
