epoch,epoch_loss,split,loss,acc,sample_fn
0,2.2522876,train,1.0939986,0.5724184866670792,gumbel_soft
0,2.2522876,val,1.0966984,0.5710726643598616,gumbel_soft
0,2.2522876,test,1.1029744,0.5732484076433121,gumbel_soft
1,0.9080056,train,0.69864726,0.7354760873600198,gumbel_soft
1,0.9080056,val,0.6990344,0.7328719723183391,gumbel_soft
1,0.9080056,test,0.7196347,0.7254901960784313,gumbel_soft
2,0.59089184,train,0.48828453,0.8251716884241787,gumbel_soft
2,0.59089184,val,0.481127,0.8232525951557094,gumbel_soft
2,0.59089184,test,0.49821356,0.8222805045585113,gumbel_soft
3,0.40769646,train,0.33313188,0.9134597537585845,gumbel_soft
3,0.40769646,val,0.3300453,0.9105882352941177,gumbel_soft
3,0.40769646,test,0.33902383,0.9134507306107156,gumbel_soft
4,0.2881365,train,0.23674034,0.9491121697704634,gumbel_soft
4,0.2881365,val,0.22845706,0.9547404844290658,gumbel_soft
4,0.2881365,test,0.23792739,0.9475458973398276,gumbel_soft
5,0.21248458,train,0.18568668,0.9553919445647466,gumbel_soft
5,0.21248458,val,0.17296244,0.9644290657439446,gumbel_soft
5,0.21248458,test,0.18561439,0.9630323466966404,gumbel_soft
6,0.16826968,train,0.14684947,0.9659561962506961,gumbel_soft
6,0.16826968,val,0.14424644,0.9673356401384083,gumbel_soft
6,0.16826968,test,0.14333266,0.9679030848007993,gumbel_soft
7,0.13311955,train,0.111095905,0.9784074738600508,gumbel_soft
7,0.13311955,val,0.10660948,0.9788235294117648,gumbel_soft
7,0.13311955,test,0.10968251,0.979018358935931,gumbel_soft
8,0.10202775,train,0.09415073,0.9791499102889315,gumbel_soft
8,0.10202775,val,0.09682127,0.9800692041522492,gumbel_soft
8,0.10202775,test,0.09014083,0.9817659547895591,gumbel_soft
9,0.09405522,train,0.07296494,0.9864969374497309,gumbel_soft
9,0.09405522,val,0.064037226,0.9916955017301038,gumbel_soft
9,0.09405522,test,0.065760314,0.9892593980267266,gumbel_soft
10,0.068599194,train,0.06347047,0.9879663428818908,gumbel_soft
10,0.068599194,val,0.05286955,0.9932179930795848,gumbel_soft
10,0.068599194,test,0.05936846,0.9905083052329212,gumbel_soft
11,0.059843842,train,0.050822046,0.9908278166182021,gumbel_soft
11,0.059843842,val,0.04842164,0.9928027681660899,gumbel_soft
11,0.059843842,test,0.053566486,0.9901336330710628,gumbel_soft
12,0.054021,train,0.04595758,0.9912918393862525,gumbel_soft
12,0.054021,val,0.03919379,0.9937716262975779,gumbel_soft
12,0.054021,test,0.04235819,0.9936305732484076,gumbel_soft
13,0.04676478,train,0.040783964,0.9925911031367939,gumbel_soft
13,0.04676478,val,0.044024274,0.9923875432525952,gumbel_soft
13,0.04676478,test,0.03984995,0.9921318846009741,gumbel_soft
14,0.037945252,train,0.03395754,0.9946328033162161,gumbel_soft
14,0.037945252,val,0.03283877,0.994878892733564,gumbel_soft
14,0.037945252,test,0.03616713,0.9946296990133633,gumbel_soft
15,0.036780227,train,0.03140449,0.9942925199529791,gumbel_soft
15,0.036780227,val,0.028166568,0.9966782006920415,gumbel_soft
15,0.036780227,test,0.03059843,0.9948794804546022,gumbel_soft
16,0.028455257,train,0.027238471,0.9956072511291221,gumbel_soft
16,0.028455257,val,0.026928416,0.9952941176470588,gumbel_soft
16,0.028455257,test,0.025153393,0.9965030598226552,gumbel_soft
17,0.028670965,train,0.028594472,0.9944471942089959,gumbel_soft
17,0.028670965,val,0.027976563,0.9946020761245675,gumbel_soft
17,0.028670965,test,0.027131287,0.99537904333708,gumbel_soft
18,0.02198606,train,0.024785692,0.9957619253851389,gumbel_soft
18,0.02198606,val,0.028236335,0.9940484429065743,gumbel_soft
18,0.02198606,test,0.023159245,0.9967528412638941,gumbel_soft
19,0.024189195,train,0.023138834,0.9957155231083339,gumbel_soft
19,0.024189195,val,0.028248379,0.9941868512110726,gumbel_soft
19,0.024189195,test,0.022778727,0.9951292618958412,gumbel_soft
20,0.02415874,train,0.020703994,0.9961640784507827,gumbel_soft
20,0.02415874,val,0.02337996,0.9957093425605537,gumbel_soft
20,0.02415874,test,0.020942738,0.9960034969401773,gumbel_soft
21,0.01927068,train,0.016789041,0.9973086679453071,gumbel_soft
21,0.01927068,val,0.01947998,0.9968166089965398,gumbel_soft
21,0.01927068,test,0.016762009,0.997252404146372,gumbel_soft
22,0.022571962,train,0.023627046,0.9947874775722328,gumbel_soft
22,0.022571962,val,0.021984246,0.995847750865052,gumbel_soft
22,0.022571962,test,0.019115083,0.9971275134257525,gumbel_soft
23,0.016907535,train,0.017720193,0.9966745034956381,gumbel_soft
23,0.016907535,val,0.021513404,0.996401384083045,gumbel_soft
23,0.016907535,test,0.01790987,0.9960034969401773,gumbel_soft
24,0.017564792,train,0.016415322,0.996829177751655,gumbel_soft
