feature,value,1,10,11,12,2,3,4,5,6,7,8,9
attn_0_0_outputs,0,1.8583417,14.16835,3.0378213,-1.6559806,-1.2021703,4.048232,-6.8890314,-0.62224257,-3.5375817,-4.3472934,12.43966,11.400216
attn_0_0_outputs,1,-1.0875764,-2.929694,-1.3896588,-0.7118095,-0.21342832,1.4734813,1.5796372,0.5914235,-0.21470805,-0.8177636,-1.3333464,-1.041587
attn_0_0_outputs,10,1.8415542,1.4430254,-0.39058378,-4.4553895,-0.23917371,-4.1350694,-1.4759004,-0.2637786,1.4723665,3.398574,3.5065677,2.7872512
attn_0_0_outputs,11,2.0812907,2.5190983,1.5967532,-1.8245703,1.5870302,-1.2945193,-1.7341638,-0.6775867,0.45819253,0.06401796,0.91726995,0.13742307
attn_0_0_outputs,12,1.4744151,0.91980505,-1.0583049,-0.9403986,1.3778647,-1.3312294,-1.5745089,0.19344571,0.78423184,0.6144311,-0.32115072,-0.8675254
attn_0_0_outputs,13,1.3347324,0.6096708,-0.45352975,-5.2704916,1.8878009,-1.4532841,-1.0451566,-0.33612257,1.1127844,0.71673626,0.6809569,-0.20554183
attn_0_0_outputs,14,1.513317,2.9455233,1.3819901,-3.8878553,-1.4794173,-6.6589403,-2.6457577,-0.29566064,3.0210867,8.117914,4.858001,5.91201
attn_0_0_outputs,15,2.6111622,-2.8752754,-3.960621,-1.4761828,1.871948,-0.27187717,-1.1481868,0.45240575,1.599609,0.31921622,-1.7674849,-3.3758748
attn_0_0_outputs,2,-0.158928,-2.7636447,-1.960797,-0.3172312,0.34820774,-0.4248001,1.3696306,1.1955063,1.3287437,-0.57571834,-1.7861857,-1.8832552
attn_0_0_outputs,3,-0.8560032,-2.6780465,-2.2984138,-0.65532565,-0.36659193,1.3404491,0.9903634,1.2849438,-0.15241225,-1.0322713,-3.0543091,-2.3065095
attn_0_0_outputs,4,-1.6445665,-12.8362055,-10.236307,-4.916995,1.2908465,0.77742684,3.0885463,2.209138,-0.15793978,-3.1765618,-8.0841465,-9.225873
attn_0_0_outputs,5,-0.42240378,-2.2689316,-1.9641902,-1.0681708,-0.47366914,-0.35734487,0.6900095,1.0924772,1.513366,0.5190255,-0.27636698,-0.8118078
attn_0_0_outputs,6,2.0615385,-12.070768,-9.7291765,-1.8120941,-0.9355803,4.1791015,1.9068302,-0.36000043,-1.1379297,-2.9284725,-7.8620405,-8.692668
attn_0_0_outputs,7,0.12825714,-12.594693,-9.93694,-3.617397,-0.60541993,2.3597574,2.2385316,2.0314767,-0.060750287,-2.7938676,-7.9127398,-8.933708
attn_0_0_outputs,8,-1.7257783,1.8937016,0.11860901,0.33893612,0.5938049,1.6903944,-0.039845068,-1.841306,-0.6921021,-1.6053134,2.612534,1.3969005
