feature,value,0,1,10,11,12,2,3,4,5,6,7,8,9
attn_0_0_outputs,0,0.86484534,0.4046493,-0.17343575,0.013309147,-0.23580346,-0.029119108,-0.655715,-0.17567179,0.3201152,-0.15133616,0.00848656,-0.16226643,0.33937615
attn_0_0_outputs,1,0.4116537,0.7033888,0.052032236,-0.49303308,0.07508975,0.2907893,-0.3160866,0.24421608,0.48200816,-0.26634565,-0.39454666,0.13165471,0.28404176
attn_0_0_outputs,10,0.31870648,-0.030099576,1.162153,-0.31374872,0.21995655,-0.112494014,-0.69496524,0.34609532,0.34235758,0.18996869,0.005339129,0.16517466,0.042449716
attn_0_0_outputs,11,-0.041628815,0.53442496,0.54027796,1.1250436,0.083267905,0.32430717,-0.6608253,0.09570075,-0.1721115,0.5021207,0.30104604,0.31856138,-0.15452752
attn_0_0_outputs,12,-0.14955728,-0.03994648,0.13007332,-0.27138036,0.77217174,-0.2119952,-0.91388917,0.07506939,-0.06363613,0.058593884,0.023662547,0.16027507,-0.28142703
attn_0_0_outputs,2,0.35133743,0.2566522,0.49980804,0.23795913,0.07348946,0.87579155,-0.6720263,0.11184136,-0.65159225,0.5586411,0.118112296,0.40242738,0.19443895
attn_0_0_outputs,3,-0.46019292,-0.19238186,0.03106219,-0.29491985,-0.36657777,-0.39208964,2.6018684,-0.26841745,-0.6514702,-0.48533574,-0.31002098,-0.18298605,-0.5448562
attn_0_0_outputs,4,0.055419855,0.3716554,0.14310436,0.24042647,-0.16656522,-0.045195915,-0.5562415,0.557879,-0.5723826,0.0077529047,0.45538363,0.065768,0.29401585
attn_0_0_outputs,5,-0.27225563,0.105474085,0.06832344,0.03611957,-0.047555715,-0.19690956,-0.96780765,-0.03614581,1.2393507,0.37641117,0.1267792,-0.076414935,-0.19136551
attn_0_0_outputs,6,0.03775182,0.41033837,-0.106314674,0.10833249,0.26272848,0.0009736824,-0.7755738,0.024885513,0.60727394,0.8151863,0.28732416,-0.09078034,0.049313683
attn_0_0_outputs,7,0.06864798,-0.06480194,0.26195896,-0.16320644,-0.1754887,-0.45764107,-0.78924435,-0.02885439,0.022588454,0.011124933,1.1585182,0.05597527,-0.12378656
attn_0_0_outputs,8,-0.22562966,-0.23825543,0.07632815,-0.08893308,-0.20698108,-0.41465002,-0.81005055,-0.24005088,-0.21102607,-0.0356561,-0.117641665,0.81752276,-0.3096586
attn_0_0_outputs,9,0.4455053,0.47176963,0.5143471,0.29536292,-0.046542462,0.20018125,-0.5554513,0.24947771,-0.095547274,0.25569504,0.1603275,0.33665568,1.0094942
attn_0_0_outputs,</s>,-0.713574,-0.755642,-0.51934403,-0.72953844,-0.50239176,-0.4680182,6.066095,-0.5263835,-0.48098573,-0.66073424,-0.7553821,-0.6711823,-0.8361019
attn_0_0_outputs,<pad>,-0.123080514,0.06491694,0.10908954,0.091028914,0.11342782,0.067538455,0.61593574,0.10259222,0.32812935,0.16213728,0.58607316,0.02598332,-0.17164867
attn_0_0_outputs,<s>,0.13170356,-0.07057857,0.16916062,0.4584742,0.17893127,0.009783246,-0.7712463,0.17408417,-0.20658475,0.16493148,0.17700689,0.15133564,0.016570756
attn_0_1_outputs,0,0.83432776,-0.019538265,3.2128732,0.14881176,-0.12281256,-0.31176502,-0.2700993,-0.041172672,-1.3242203,0.137129,-0.6346312,-0.18995695,-0.19413857
attn_0_1_outputs,1,0.24493296,1.4852419,-1.2803222,0.58001125,0.06091666,-0.23896337,0.024122909,0.16624631,0.018175265,0.3614619,-0.3621583,0.04321041,0.2650179
attn_0_1_outputs,10,-0.61596715,-0.53339684,4.0401173,-0.36864373,-0.679952,-0.91741455,-1.1901902,-0.629754,-0.7017544,-0.51543546,-1.3273151,-0.68897253,-0.8367828
attn_0_1_outputs,11,0.490081,0.16384012,-1.2141759,1.718797,-0.01734273,-0.09266775,0.019488722,0.35445407,0.14593141,0.267897,-0.2846868,0.21177793,-0.018951349
attn_0_1_outputs,12,0.11506449,-0.0031939978,-1.4232637,0.2894475,0.77012545,-0.37181213,-0.15900707,0.13820495,-0.10618874,0.14291166,-0.581373,0.03419285,-0.14239429
attn_0_1_outputs,2,0.29049987,-0.063422434,0.729727,0.46400997,-0.06027699,0.42001072,-0.21599951,0.17202803,-0.07750707,0.026525361,-0.47620758,-0.1030829,-0.17042542
attn_0_1_outputs,3,-0.047518082,-0.08963014,3.1645632,0.16341686,-0.10875305,-0.3448841,0.47377512,-0.013861367,-0.1907049,0.09565485,-0.88849485,-0.2469737,-3.3061354
attn_0_1_outputs,4,0.072309025,-0.079800844,2.9962137,0.20020735,-0.27223065,-0.33497393,-0.80912083,0.7824831,-0.31415257,-0.13542196,-0.76887876,-0.1429897,-0.3811793
attn_0_1_outputs,5,0.38779324,0.25446746,-1.3136368,0.46512467,0.10204982,-0.07758434,0.09539133,0.34109685,1.456761,0.21875319,-0.4184273,0.1851197,0.1296627
attn_0_1_outputs,6,0.0808835,0.12937288,-1.3891853,0.23189276,-0.13279653,-0.353215,-0.18800244,0.21146616,-0.15229249,1.2094979,-0.5735068,-0.0012350827,-0.10114499
attn_0_1_outputs,7,0.12857756,0.30731463,-1.1969966,0.4225421,0.10848458,-0.1518922,-0.041939534,0.20521393,0.14052124,0.2780359,0.7948543,0.014732102,0.02782463
