feature,value,1,2,3,4,5,6
attn_0_0_outputs,0,1.1084489,-0.5729652,2.1496644,-2.3675315,-5.0042143,-4.4861674
attn_0_0_outputs,1,1.1786972,-0.41489154,2.0420942,-2.6115777,-5.2253814,-9.065075
attn_0_0_outputs,2,1.9925704,0.14145362,2.4610205,-2.5169501,-5.059694,-12.16942
attn_0_0_outputs,3,1.9599674,0.051258124,2.9095483,-2.227229,-4.742403,-8.280005
attn_0_0_outputs,4,-0.34731555,-0.18021728,1.6605673,-1.5550861,-2.5014327,-0.4832931
attn_0_0_outputs,5,0.48856777,-0.61225086,2.1744747,-1.9474815,-4.4337583,-0.91990083
attn_0_0_outputs,<pad>,0.7974389,-0.23552196,0.76497084,-1.23873,-2.392773,-1.6626636
attn_0_0_outputs,<s>,0.8714968,-0.75006664,2.0837312,-2.3378408,-4.552872,-1.7416079
attn_0_1_outputs,0,2.7331882,0.7352523,2.693383,-2.7798254,-6.655011,-8.583564
attn_0_1_outputs,1,2.0658438,0.28404146,2.4108531,-2.5868993,-5.9711914,-7.8045554
attn_0_1_outputs,2,0.97298247,0.5341195,1.6298321,-0.91796756,-2.2049398,-2.2089436
attn_0_1_outputs,3,1.5693508,0.12416207,0.6789524,-2.1459825,-3.0513937,-3.1671944
attn_0_1_outputs,4,1.122381,0.46316183,1.3841324,-1.2429063,-2.8032007,-2.8054445
attn_0_1_outputs,5,1.777123,0.41804123,2.9653866,-2.0973315,-5.4650955,-6.1608944
attn_0_1_outputs,6,1.2844421,-0.2755707,2.617355,-2.0865126,-4.783961,-4.3522234
attn_0_1_outputs,7,1.6600295,0.1703452,3.14087,-1.6226697,-4.543624,-7.4547524
attn_0_2_outputs,0,2.7181602,0.6506649,2.3116305,-2.5142868,-6.051253,-13.696828
attn_0_2_outputs,1,0.82970273,-0.15968594,1.5877551,-1.9246308,-4.068338,-4.8484325
attn_0_2_outputs,2,2.3786802,0.308176,2.1941164,-2.4680018,-5.8138943,-7.781745
attn_0_2_outputs,3,2.1475942,-0.025319763,1.5079345,-3.3295763,-6.4782066,-12.725917
attn_0_2_outputs,4,-0.5344121,0.7800781,1.6728412,-0.73766303,-2.018364,-1.1412951
attn_0_2_outputs,5,1.5788391,0.30147386,2.450752,-1.1607149,-3.1961117,-4.4546895
attn_0_2_outputs,<pad>,0.27641758,1.1830771,1.4811852,-1.6467317,-3.2376363,-0.29450357
attn_0_2_outputs,<s>,1.9056325,0.10564919,2.6844478,-1.4883426,-4.2225146,-2.3909116
attn_0_3_outputs,0,1.0650048,-0.33849478,2.7056441,-1.8706717,-3.9802356,-2.4135218
attn_0_3_outputs,1,2.045554,0.27104145,2.541506,-2.4221494,-5.2734,-13.432638
attn_0_3_outputs,2,1.8526288,0.06677778,2.3219955,-2.7543023,-5.406819,-6.773519
attn_0_3_outputs,3,1.8183266,0.056146562,2.3046439,-2.8842003,-5.871583,-9.244338
attn_0_3_outputs,4,1.9034241,0.15029648,2.463655,-2.6693854,-5.7143674,-8.519002
attn_0_3_outputs,5,1.5398349,-0.15871339,2.2000864,-2.9258437,-5.4972587,-6.8684416
attn_0_3_outputs,6,1.7162899,0.07620188,2.5817802,-2.4003205,-5.93963,-2.9679713
attn_0_3_outputs,7,1.629883,-0.081013,2.402756,-2.529343,-5.06908,-7.9238067
mlp_0_0_outputs,0,0.83843464,0.15367225,-0.32084754,-0.3236136,0.42193896,-0.13145967
mlp_0_0_outputs,1,3.035473,0.6843791,2.5375853,-2.7867734,-10.340514,-11.864611
mlp_0_0_outputs,2,0.87134683,0.055488996,-0.17193843,-0.35207286,-0.0040891236,0.16169329
